questions,queries,answers
which municipality has the highest charging stations of electronic vehicles per 1000 inhabitants?,SELECT T2.name         FROM spatialunit AS T2         JOIN charging_stations_electric_cars_per_inh AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.charging_stations_per_inh DESC LIMIT 1,6.74157303370787
which municipality has the highest charging stations for electronic vehicles per 1000 inhabitants [no. ]?,SELECT T2.name         FROM spatialunit AS T2         JOIN charging_stations_electric_cars_per_inh AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.charging_stations_per_inh DESC LIMIT 1,6.74157303370787
which municipality has the highest charging stations for electronic cars per 1000 inhabitants [ no.]?,SELECT T2.name         FROM spatialunit AS T2         JOIN charging_stations_electric_cars_per_inh AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.charging_stations_per_inh DESC LIMIT 1,6.74157303370787
which municipality has the minimum charging stations of electronic cars per 1000 inhabitants [no.]?,SELECT T2.name         FROM spatialunit AS T2         JOIN charging_stations_electric_cars_per_inh AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.charging_stations_per_inh ASC LIMIT 1,0.0
which municipality has the minimum charging stations of electronic vehicles per 1000 inhabitants [no.]?,SELECT T2.name         FROM spatialunit AS T2         JOIN charging_stations_electric_cars_per_inh AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.charging_stations_per_inh ASC LIMIT 1,0.0
which municipality has the minimum charging stations for electronic cars per 1000 inhabitants (no. )?,SELECT T2.name         FROM spatialunit AS T2         JOIN charging_stations_electric_cars_per_inh AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.charging_stations_per_inh ASC LIMIT 1,0.0
which municipality has the minimum charging stations of electronic cars per 1000 inhabitants [no ]?,SELECT T2.name         FROM spatialunit AS T2         JOIN charging_stations_electric_cars_per_inh AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.charging_stations_per_inh ASC LIMIT 1,0.0
which municipality has the minimum charging stations of electronic cars for 1000 inhabitants [no.]?,SELECT T2.name         FROM spatialunit AS T2         JOIN charging_stations_electric_cars_per_inh AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.charging_stations_per_inh ASC LIMIT 1,0.0
which municipality has the minimum charging stations of the electronic cars per 1000 inhabitants [ no.]?,SELECT T2.name         FROM spatialunit AS T2         JOIN charging_stations_electric_cars_per_inh AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.charging_stations_per_inh ASC LIMIT 1,0.0
"what are the highest, lowest and average charging stations of electronic cars per 1000 inhabitants?","SELECT MAX(T1.charging_stations_per_inh::numeric),         MIN(T1.charging_stations_per_inh::numeric), AVG(T1.charging_stations_per_inh::numeric)         FROM charging_stations_electric_cars_per_inh AS T1","[6.74157303370787, 0.0, 0.39]"
"what are the highest, lowest and average charging stations of electronic cars per 1000 inhabitants [no. ]?","SELECT MAX(T1.charging_stations_per_inh::numeric),         MIN(T1.charging_stations_per_inh::numeric), AVG(T1.charging_stations_per_inh::numeric)         FROM charging_stations_electric_cars_per_inh AS T1","[6.74157303370787, 0.0, 0.39]"
"what are the highest, lowest and average charging stations of electronic cars per 1000 inhabitants [ no. ]?","SELECT MAX(T1.charging_stations_per_inh::numeric),         MIN(T1.charging_stations_per_inh::numeric), AVG(T1.charging_stations_per_inh::numeric)         FROM charging_stations_electric_cars_per_inh AS T1","[6.74157303370787, 0.0, 0.39]"
"what are the highest, lowest and average charging stations of electronic cars per 1000 residents [no. ]?","SELECT MAX(T1.charging_stations_per_inh::numeric),         MIN(T1.charging_stations_per_inh::numeric), AVG(T1.charging_stations_per_inh::numeric)         FROM charging_stations_electric_cars_per_inh AS T1","[6.74157303370787, 0.0, 0.39]"
"what are the highest, lowest and average charging stations for electronic cars per 1000 inhabitants [no.]?","SELECT MAX(T1.charging_stations_per_inh::numeric),         MIN(T1.charging_stations_per_inh::numeric), AVG(T1.charging_stations_per_inh::numeric)         FROM charging_stations_electric_cars_per_inh AS T1","[6.74157303370787, 0.0, 0.39]"
"what are the highest, the lowest and the average charging stations of electronic vehicles per 1000 inhabitants?","SELECT MAX(T1.charging_stations_per_inh::numeric),         MIN(T1.charging_stations_per_inh::numeric), AVG(T1.charging_stations_per_inh::numeric)         FROM charging_stations_electric_cars_per_inh AS T1","[6.74157303370787, 0.0, 0.39]"
"what are the highest, lowest and average charging stations of the electronic cars per 1000 inhabitants?","SELECT MAX(T1.charging_stations_per_inh::numeric),         MIN(T1.charging_stations_per_inh::numeric), AVG(T1.charging_stations_per_inh::numeric)         FROM charging_stations_electric_cars_per_inh AS T1","[6.74157303370787, 0.0, 0.39]"
how many municipalities have charging stations of electronic cars for 1000 inhabitants [no. ] higher than 0.383288616328095 per year?,"SELECT T1.year, COUNT(*)         FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.charging_stations_per_inh::numeric > 0.383288616328095 AND T2.type_id = 1         GROUP BY T1.year",31
how many municipalities have charging stations of electronic cars per 1000 inhabitants which are greater than 0.383288616328095 per year?,"SELECT T1.year, COUNT(*)         FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.charging_stations_per_inh::numeric > 0.383288616328095 AND T2.type_id = 1         GROUP BY T1.year",31
"how many municipalities have charging stations for electronic cars per 1,000 inhabitants above 0.383288616328095 per year?","SELECT T1.year, COUNT(*)         FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.charging_stations_per_inh::numeric > 0.383288616328095 AND T2.type_id = 1         GROUP BY T1.year",31
how many municipalities have charging stations of electronic cars per 1000 inhabitants [no.] above 0.383288616328095 per year?,"SELECT T1.year, COUNT(*)         FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.charging_stations_per_inh::numeric > 0.383288616328095 AND T2.type_id = 1         GROUP BY T1.year",31
how many municipalities have charging stations for electronic cars for 1000 inhabitants that have a rate of 0.383288616328095 per year?,"SELECT T1.year, COUNT(*)         FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.charging_stations_per_inh::numeric > 0.383288616328095 AND T2.type_id = 1         GROUP BY T1.year",31
how many municipalities have charging stations of electronic cars per 1000 inhabitants [no.] exceeding 0.383288616328095 per year?,"SELECT T1.year, COUNT(*)         FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.charging_stations_per_inh::numeric > 0.383288616328095 AND T2.type_id = 1         GROUP BY T1.year",31
how many municipalities have charging stations for electronic cars of 1000 inhabitants [no.] higher than 0.383288616328095 per year?,"SELECT T1.year, COUNT(*)         FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.charging_stations_per_inh::numeric > 0.383288616328095 AND T2.type_id = 1         GROUP BY T1.year",31
how many municipalities have charging stations of electronic cars for 1000 inhabitants [no.] higher than 0.383288616328095 per year?,"SELECT T1.year, COUNT(*)         FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.charging_stations_per_inh::numeric > 0.383288616328095 AND T2.type_id = 1         GROUP BY T1.year",31
how high is the total charging stations of electronic cars in 2021 in the canton of zurich?,SELECT T1.charging_stations_per_inh FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2021,0.092781592132121
"in 2021, how high is the total recharge stations of electronic vehicles per 1000 inhabitants [no. ] in the canton of zurich?",SELECT T1.charging_stations_per_inh FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2021,0.092781592132121
how high is the total recharge station for electronic cars in the canton of zurich in the year 2021?,SELECT T1.charging_stations_per_inh FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2021,0.092781592132121
how high are the total charging stations of electronic cars in the canton zurich in 2021?,SELECT T1.charging_stations_per_inh FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2021,0.092781592132121
how high are the charging stations of electronic cars amounted to 1000 inhabitants [no.] in the canton of zurich in 2021?,SELECT T1.charging_stations_per_inh FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2021,0.092781592132121
"how high is the total charging stations of electronic cars per 1,000 inhabitants in 2021 in kanton zurich?",SELECT T1.charging_stations_per_inh FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2021,0.092781592132121
in the year 2021 is the total charge stations of electronic cars in the canton of zurich according to 1000 inhabitants?,SELECT T1.charging_stations_per_inh FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2021,0.092781592132121
how high are the charging stations of electronic vehicles for 1000 inhabitants in the canton of zürich in 2021?,SELECT T1.charging_stations_per_inh FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2021,0.092781592132121
"in 2021, which region had the lowest charging stations of electronic cars per 1000 inhabitants [no. ]?",SELECT T2.name         FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2021         ORDER BY T1.charging_stations_per_inh         LIMIT 1,0.0
in 2021 which region had the lowest charging stations of electronic cars [no.] per 1000 inhabitants?,SELECT T2.name         FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2021         ORDER BY T1.charging_stations_per_inh         LIMIT 1,0.0
which region had the lowest charging stations of electronic cars in the year 2021?,SELECT T2.name         FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2021         ORDER BY T1.charging_stations_per_inh         LIMIT 1,0.0
which region had the lowest charging stations of electronic cars for 1000 inhabitants in the year 2021 [no. ],SELECT T2.name         FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2021         ORDER BY T1.charging_stations_per_inh         LIMIT 1,0.0
which region had the lowest charging stations for electronic cars per 1000 inhabitants in the year 2021?,SELECT T2.name         FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2021         ORDER BY T1.charging_stations_per_inh         LIMIT 1,0.0
which region had the lowest charging stations of electronic cars per 1000 inhabitants in 2021?,SELECT T2.name         FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2021         ORDER BY T1.charging_stations_per_inh         LIMIT 1,0.0
which region had the lowest charging stations of electronic cars per 1000 inhabitants in the year 2021?,SELECT T2.name         FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2021         ORDER BY T1.charging_stations_per_inh         LIMIT 1,0.0
"in 2021, which region had the lowest charging stations of electronic cars per 1000 inhabitants [no.]?",SELECT T2.name         FROM charging_stations_electric_cars_per_inh AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2021         ORDER BY T1.charging_stations_per_inh         LIMIT 1,0.0
how high are charging stations of electronic cars in uetikon a.s. in the year 2021?,SELECT T1.charging_stations         FROM charging_stations_electric_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Uetikon a.S.' AND T1.year = 2021,1.0
how high are the charging stations of electronic vehicles in uetikon a.s. in the year 2021?,SELECT T1.charging_stations         FROM charging_stations_electric_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Uetikon a.S.' AND T1.year = 2021,1.0
